sentence_id,sqs,per:title,per:founded_org,per:place_of_birth,per:children,per:cause_of_death,per:top_member_employee_of_org,per:employee_or_member_of,per:spouse,org:alternate_names,per:age,org:subsidiaries,per:place_of_death,per:schools_attended,org:place_of_headquarters,per:charges,per:places_of_residence,none,term1,b1,e1,term2,b2,e2,sentence
UAD-A-0308,0.5880314867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7408325042,0.2591674958,Margaret Mitchell,30,32,Atlanta,21,22,"Biography Early life and career Ernie Harwell grew up in Atlanta , working in his youth as a paperboy for the Atlanta Georgian ; one of his customers was writer Margaret Mitchell ."
UAD-A-0310,0.8031901875,0,0,0.9105271032,0,0,0,0,0,0,0,0,0,0,0,0,0.1822532845,0,Eric Bana,5,7,Melbourne,10,11,"Biography Early life and family Eric Bana was born in Melbourne , Australia , the younger of two children ."
UAD-A-0311,0.9743798649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.068856738,0,A. R. Rahman,5,8,"Chennai , India",27,30,"Biography Early life and influences A. R. Rahman was born as 'Dileep Kumar ' to R. K. Shekhar ( Christian ) and Kasthuri ( Hindu ) in Chennai , India ( Now Kareema Begum ) ."
UAD-A-0312,0.8228602588,0,0,0.9129146953,0,0,0,0,0,0.002923332,0,0.002923332,0,0,0,0,0.0779231424,0.0091621623,Charles Ramirez,3,5,Gibraltar,8,9,Biography Early life Charles Ramirez was born in Gibraltar in 1953 .
UAD-A-0313,0.4517039071,0,0,0.2476624586,0,0,0.0631816897,0.0631816897,0,0,0,0.0451268035,0,0,0,0,0.3763595838,0.6236404162,Charlie,21,22,New York City,7,10,"Biography Early life Dryden was born in New York City to Alice Chapel and Wheeler Dryden , a half- brother of Charlie Chaplin ."
UAD-A-0315,0.9303308413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2242716755,0,Gloria Jean Watkins,3,6,"Hopkinsville , Kentucky",14,17,"Biography Early life Gloria Jean Watkins was born on September 25 , 1952 in Hopkinsville , Kentucky ."
UAD-A-0316,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joey Ansah,3,5,London,8,9,"Biography Early life Joey Ansah was born in London , England of mixed ethnicity , the second son of celebrated Ghanaian fashion designer Kofi and his Devon-born wife Nicola ."
UAD-A-0317,0.9142961301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3100949268,0,Lollie Devereaux,3,5,Villefranche-sur-Mer,8,9,"Biography Early life Lollie Devereaux was born in Villefranche-sur-Mer , France , where she lived until the age of five when family moved to Toronto , Ontario ."
UAD-A-0318,0.8849748049,0,0,0.9702418545,0,0.0045676922,0,0,0,0,0,0.0045676922,0,0.0045676922,0.0251904533,0,0.1664999622,0,Mary Stuart Masterson,3,6,New York City,9,12,Biography Early life Mary Stuart Masterson was born in New York City to writer/director Peter Masterson and actress Carlin Glynn .
UAD-A-0319,0.8155269976,0,0,0.9385796136,0,0,0,0,0,0,0,0,0.0758901395,0,0,0,0.2514671113,0,Patti D'Arbanville,3,5,New York City,13,16,"Biography Early life Patti D'Arbanville , born May 25 , 1951 , in New York City , New York , is the daughter of Jean née Egan , an artist , and George D'Arbanville , a bartender ."
UAD-A-0320,0.9756303134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.065201154,0,Richard Manuel,3,5,Stratford,8,9,"Biography Early life Richard Manuel was born in Stratford , Ontario , Canada ."
UAD-A-0321,0.9631836598,0,0,0.9959011068,0.0040988932,0,0.0040988932,0.0040988932,0,0.0040988932,0,0,0.0040988932,0,0,0,0.0802304447,0,Tania Roxborogh,3,5,Christchurch,8,9,Biography Early life Tania Roxborogh was born in Christchurch .
UAD-A-0323,0.9345067474,0,0,0.9812083165,0,0,0,0,0,0,0,0,0,0,0,0,0.0949643439,0,Winnifred Vera Quick Van Tongerloo,3,8,Plymouth,11,12,"Biography Early life Winnifred Vera Quick Van Tongerloo was born in Plymouth , England on January 23 , 1904 to plasterer Frederick Charles Quick and his wife , Jane Richards ."
UAD-A-0324,0.9645509833,0,0.002378589,0.997621411,0,0,0,0,0,0.002378589,0,0.002378589,0,0,0,0,0.0824306688,0,Murphy,3,4,New York,14,16,"Biography Elliott James Murphy Jr. was born in Mercy Hospital , Rockville Centre , New York in 1949 to a show business family ."
UAD-A-0325,0.8016991123,0,0,0.9247967778,0,0,0,0,0,0,0,0,0,0,0,0,0.1567486143,0.0752032222,Biography Émile Zola,0,3,Paris,6,7,Biography Émile Zola was born in Paris in 1840 .
UAD-A-0326,0.5256410202,0,0,0,0,0,0.2946415768,0.7975501008,0,0,0,0.035189063,0,0.0992050593,0,0,0.035189063,0.1384339029,Carl Friedrich Gauss,14,17,University of Göttingen,10,13,"Biography Encke studied mathematics and astronomy from 1811 at the University of Göttingen under Carl Friedrich Gauss ; but he enlisted in the Hanseatic Legion for the campaign of 1813–1814 , and became lieutenant of artillery in the Prussian army in 1815 ."
UAD-A-0327,0.5033137919,0,0,0.6999144638,0,0,0,0,0,0,0,0,0,0,0,0,0.1424048182,0.2396626467,Gisele Bündchen,5,7,Brazilian,11,12,"Biography Family and early life Gisele Bündchen was born in the Brazilian town of Três de Maio and grew up in Horizontina , Rio Grande do Sul , to Vânia Nonnenmacher , a bank clerk pensioner , and Valdir Bündchen , a university teacher and writer ."
UAD-A-0329,0.7966171473,0,0,0.9271483968,0,0,0,0,0,0,0,0,0,0,0,0,0.2014102267,0.0728516032,Biography Godino,0,2,Buenos Aires,5,7,"Biography Godino was born in Buenos Aires , Argentina , one of eight boys , to Calabrian immigrants ."
UAD-A-0330,0.7310475238,0,0,0.910884035,0,0,0,0,0,0,0,0,0.0918861072,0,0.0918861072,0.040742634,0.4186891437,0,Biography Gotch,0,2,Antwerp,5,6,"Biography Gotch was born in Antwerp and grew up there with his family , who were the well known `` Istaz family '' ."
UAD-A-0331,0.9070094231,0,0,0.9546777394,0,0,0,0,0,0,0,0,0,0,0,0,0.0453222606,0,Richard,4,5,"Buenos Aires , Argentina",8,12,"Biography He was born Richard Benjamin Haymes in Buenos Aires , Argentina ."
UAD-A-0332,0.4167168981,0,0,0.6338282276,0,0,0.1833054789,0.1833054789,0,0,0,0,0,0,0.0400376642,0,0.0400376642,0.2229039578,Loukas Kanakaris-Roufos,6,8,Patras,29,30,Biography He was the son of Loukas Kanakaris-Roufos and a member of the Rouphos family that descended from Sicily and the rest of southern Italy and were politicians from Patras and Achaea .
UAD-A-0333,0.9948444838,0,0.004311116,1,0.004311116,0,0,0.004311116,0.004311116,0,0,0,0,0,0,0,0.004311116,0,Jesse L. Martin,1,4,Virginia,10,11,"Biography Jesse L. Martin was born in Rocky Mount , Virginia , located in the Blue Ridge Mountains ."
UAD-A-0334,0.9725957777,0,0.0024049215,1,0,0,0,0,0,0.0024049215,0,0.0024049215,0,0,0,0,0.0672964646,0,John Kenneth Cannon,1,4,Salt Lake City,7,10,"Biography John Kenneth Cannon was born in Salt Lake City , Utah Territory , in 1892 ."
UAD-A-0335,0.9132817402,0,0,0.9805928419,0,0,0,0,0,0,0,0,0,0,0,0,0.1669845626,0,Biography Kikuchi,0,2,Minamigaoka,5,6,"Biography Kikuchi was born in Minamigaoka , Hadano-City , Kanagawa-Prefacuture ."
UAD-A-0336,0.8815331295,0,0,0.9560114858,0,0,0.0024487745,0.0024487745,0,0.0024487745,0,0,0,0,0,0,0.1294937164,0,Kōichi Mashimo,1,3,"Tokyo , Japan",9,12,"Biography Kōichi Mashimo was born on June 211952 in Tokyo , Japan and from his early years showed interest in photography , admittedly under the influence of his father ."
UAD-A-0337,0.7086009533,0,0,0.844193811,0,0,0,0,0,0,0,0,0,0,0,0,0.4344827492,0,Biography Lafond,0,2,France,5,6,Biography Lafond was born in France during the liberation of Paris .
UAD-A-0338,0.8241743974,0,0,0.9389651306,0,0,0,0,0,0,0,0,0,0,0,0,0.2960019707,0.0073197373,Lisa Steele,1,3,"Kansas City , Missouri",6,10,"Biography Lisa Steele was born in Kansas City , Missouri in 1947 and immigrated to Canada in 1968 ."
UAD-A-0340,0.8525581511,0,0,0.940341917,0,0,0,0,0,0.0045055271,0,0,0,0,0,0,0.0750242174,0.0551525559,Biography Malubay,0,2,Saudi Arabia,5,7,"Biography Malubay was born in Saudi Arabia to Filipino parents Roger Malubay and Alicia Macrowon , who worked in Saudi Arabia ."
UAD-A-0341,0.9610999396,0,0,1,0.0655389539,0,0,0,0,0,0,0,0,0,0,0,0,0,Maxwell Frank Clifford,1,4,Kingston,7,8,"Biography Maxwell Frank Clifford was born in Kingston upon Thames , Surrey in 1943 ."
UAD-A-0342,0.9067794423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3684422875,0,Biography Melcher,0,2,Topsham,5,6,"Biography Melcher was born in Topsham , Maine ."
UAD-A-0343,0.8076194279,0,0,0.9252487923,0,0,0,0,0,0,0,0,0,0,0,0,0.1403348293,0.0747512077,Biography Nicolás Fasolino,0,3,Buenos Aires,6,8,"Biography Nicolás Fasolino was born in Buenos Aires , and studied at the Conciliar Seminary there before going to Rome to study at the Pontifical Gregorian University ."
UAD-A-0344,0.9531651849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1356784932,0,Paulos Faraj Rahho,1,4,Mosul,9,10,Biography Paulos Faraj Rahho was born in 1942 in Mosul .
UAD-A-0346,0.2870345637,0,0,0.2883700741,0,0,0,0,0.0519467439,0,0,0,0,0,0,0,0.3942010028,0.3742627556,Dorothy,15,16,New York,9,11,"Biography Personal life Brooks was born in Brooklyn , New York , the son of Dorothy Helen ( née Sheinheit ) and Edward M. Brooks ."
UAD-A-0348,0.9533734476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1340105755,0,Peter Morgan,1,3,London,6,7,"Biography Peter Morgan was born in London , the son of refugees ; his father Arthur Morgenthau was a German Jew who fled the Nazis , and his mother Inga , a Catholic Pole who fled the Soviets ."
UAD-A-0349,0.4822352448,0,0,0,0,0,0,0.0712452113,0,0,0,0,0,0,0,0,0.3685545179,0.6314454821,Richard Daley,1,3,Chicago,26,27,"Biography Richard Daley is the fourth of seven children and eldest son of Richard J. Daley and Eleanor Daley , former Mayor and First Lady of Chicago , respectively ."
UAD-A-0350,0.9775156769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0595920926,0,Richard De Wert,1,4,"Taunton , Massachusetts",11,14,"Biography Richard De Wert was born on 17 November 1931 in Taunton , Massachusetts ."
UAD-A-0351,0.9737639602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0705849046,0,Biography Ross,0,2,Montreal,5,6,"Biography Ross was born in Montreal and raised in Vancouver , Canada ."
UAD-A-0352,0.9551323622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1289184953,0,Ruby Turner,1,3,Montego Bay,6,8,"Biography Ruby Turner was born in Montego Bay , Jamaica ."
UAD-A-0353,0.9493799906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1487568942,0,Sam L. Palahnuk,1,4,Los Angeles,7,9,"Biography Sam L. Palahnuk was born in Los Angeles , CA to a family of five ."
UAD-A-0354,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samuel Tamposi,1,3,Nashua,6,7,"Biography Samuel Tamposi was born in Nashua , New Hampshire in 1924 ."
UAD-A-0357,0.8115353457,0,0,0.9361943464,0,0.0362104034,0,0,0,0.0362104034,0,0,0.0362104034,0,0.0362104034,0,0.0777319253,0.0638056536,Biography Sinclair,0,2,Baltimore,5,6,"Biography Sinclair was born in Baltimore , Maryland to Upton Beall Sinclair and Priscilla Harden ."
UAD-A-0358,0.9719945452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0755573831,0,Stephnie Weir,1,3,"Odessa , Texas",6,9,"Biography Stephnie Weir was born in Odessa , Texas ."
UAD-A-0359,0.9590840706,0,0,0.9953047695,0,0,0,0,0,0,0,0,0,0,0,0,0.084045476,0.0046952305,Steve Sweeney,1,3,Charlestown,6,7,"Biography Steve Sweeney was born in Charlestown , a section of Boston ."
UAD-A-0360,0.8053374287,0,0,0.9308261042,0,0,0,0,0,0,0,0,0,0,0,0,0.1912426005,0.0691738958,Biography Yitzhak Rabin,0,3,Jerusalem,6,7,"Biography Yitzhak Rabin was born in Jerusalem in 1922 to Nehemiah and Rosa , two pioneers of the Third Aliyah ."
UAD-A-0361,0.6823172532,0,0,0.8411692037,0,0,0,0,0,0,0,0,0,0,0,0,0.1214327287,0.1154758715,Jacob Julius Garfinkle,3,6,New York City,7,10,"Biography Youth Born Jacob Julius Garfinkle in New York City , the son of Russian Jewish immigrants David and Hannah Garfinkle , Garfield spent the first seven years of his life in Sea Gate , Brooklyn ."
UAD-A-0362,0.7893620562,0,0,0.9468477444,0.0748953874,0,0,0,0,0,0,0,0,0,0,0,0.2155580651,0.0531522556,Biography Zernike,0,2,Amsterdam,5,6,"Biography Zernike was born in Amsterdam , Netherlands to Carl Frederick August Zernike and Antje Dieperink ."
UAD-A-0364,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edwin Porter,3,5,Connellsville,8,9,"Birth and education Edwin Porter was born in Connellsville , Pennsylvania to Thomas Richard Porter , a merchant , and Mary Jane ( Clark ) Porter ; he had three brothers and one sister ."
UAD-A-0365,0.6624528138,0,0,0,0,0,0.6091454367,0.870402331,0,0,0,0,0,0,0,0,0,0.129597669,Bud Selig,20,22,Major League Baseball,10,13,"Bob DuPuy , the president and chief operating officer of Major League Baseball , said Saturday that he and Commissioner Bud Selig had spoken with Wilpon on Friday ."
UAD-A-0366,0.3539151709,0,0,0.1271880217,0,0,0,0,0,0,0,0,0,0,0,0,0.4109195908,0.4618923875,Bob Dylan,0,2,New York,21,23,"Bob Dylan once commented , perhaps tongue-in-cheek , to Newsweek that he had never felt all that at home with the New York folk- music crowd because one of his own major influences had been Hank Thompson ."
UAD-A-0368,0.2651672216,0,0,0.1286935639,0,0,0.3575409434,0.3575409434,0,0,0,0.0570894093,0,0,0,0.0469721142,0.4626057497,0.2495369286,Ingrid Betancourt,30,32,Colombia,10,11,"BOGOTA , Colombia 2008-03-28 05 : 09 : 44 UTC Colombia offered late Thursday to suspend the sentences of jailed guerrillas if rebels first free hostages including former presidential candidate Ingrid Betancourt ."
UAD-A-0370,0.4119612154,0,0,0.0630156858,0,0,0,0,0,0,0,0,0,0,0,0,0.4021727166,0.5348115976,Ingrid Betancourt,24,26,Colombia,16,17,"BOGOTA , Colombia 2008-04-09 20 : 50 : 22 UTC A French government plane is leaving Colombia after a mission to meet with hostage Ingrid Betancourt fails ."
UAD-A-0371,0.5753379101,0,0,0.0587733447,0,0,0,0,0,0,0,0,0,0,0,0,0.1888741601,0.7523524952,Ingrid Betancourt,12,14,Colombia,10,11,"BOGOTA , Colombia 2008-07-02 21 : 10 : 48 UTC Colombia freed Ingrid Betancourt and three U.S. military contractors from leftist guerrillas on Wednesday after military spies tricked rebels into giving them up without a single injury , the defense minister said ."
UAD-A-0372,0.478672522,0,0,0,0,0,0,0.0464178045,0,0,0,0.0464178045,0,0,0.0579733271,0,0.2145090761,0.6810997923,Ingrid Betancourt,12,14,Colombia,10,11,"BOGOTA , Colombia 2008-07-02 22 : 03 : 43 UTC Colombia freed Ingrid Betancourt and three U.S. military contractors from leftist guerrillas on Wednesday , saying military spies tricked rebels into giving them up without a single shot fired ."
UAD-A-0373,0.6908888587,0,0,0.0398905089,0,0,0,0,0,0,0,0,0,0,0,0,0.8458820266,0.1541179734,Ingrid Betancourt,10,12,Colombia,2,3,"BOGOTA , Colombia 2008-07-03 09 : 38 : 26 UTC Ingrid Betancourt woke up , as always , at 4 a.m. , for another numbing day in her seventh year of rebel captivity deep in Colombia 's jungle ."
UAD-A-0374,0.4239967263,0,0,0,0,0,0.1847590563,0.664686203,0,0,0,0,0,0.2674333392,0.0533027603,0,0,0.0678804578,Jeffrey Sachs,7,9,Columbia University,10,12,"Bono was joined by famed development economist Jeffrey Sachs of Columbia University , who pointed to the example of Malawi in rapidly boosting crop yields ."
UAD-A-0376,0.277926589,0,0,0.3954923835,0,0,0.0413534475,0.0413534475,0,0,0,0,0,0,0.0413534475,0,0.3056603132,0.3261045908,Anna Lehr,18,20,"New York , New York",5,10,"Born as Anna McKim in New York , New York , Dvorak was the daughter of silent actress Anna Lehr and the actor/director , Samuel McKim , and as a child appeared in several films ."
UAD-A-0377,0.5770579346,0,0,0,0,0,0,0,0,0,0,0,0,0.0169989422,0,0,0.7407929749,0.2422080829,Dorothy,12,13,New York,19,21,"Born as Susan Jean Engledow in Dallas , Texas to Gene and Dorothy Lanier Engledow , she moved to New York City to pursue an acting career in 1967 where she attended New York University ."
UAD-A-0378,0.5037894,0,0,0.6909653661,0,0,0,0,0,0,0,0,0,0,0,0,0.1193693934,0.2731057701,Le Corbusier,7,9,Switzerland,5,6,"Born Charles Edouard Jeanneret in Switzerland , Le Corbusier changed his name in the 1920s and his nationality in 1930 to French ( his ancestors were from the French region of Languedoc ) ."
UAD-A-0379,0.9314997651,0,0,0.9807984494,0,0,0,0,0,0,0,0,0,0,0,0,0.0770351252,0.0192015506,Elsie Evelyn Lay,1,4,"London , England",7,10,"Born Elsie Evelyn Lay in Bloomsbury , London , England , Laye made her first stage appearance in August 1915 at the Theatre Royal , Brighton as Nang-Ping in Mr ."
UAD-A-0381,0.6103764373,0,0,0.095922935,0,0,0,0,0,0,0,0,0,0,0,0,0.1210329371,0.7830441279,Charlie,35,36,New York City,2,5,"Born in New York City , New York , he first recorded with Howard McGhee in 1949 , and over the next two years recorded with Buddy DeFranco , Coleman Hawkins , Milt Jackson , Charlie Parker , Buddy Rich , and Dinah Washington ."
UAD-A-0383,0.7220724012,0,0,0.0366278163,0,0,0,0,0,0,0,0,0,0,0.0559898142,0,0.0505021392,0.8568802302,Tony,13,14,New York City,6,9,"Born Raffaella Giulia Teresa D'Abruzzo in New York City , Allen won the Tony Award as Best Featured Actress in a Play for And Miss Reardon Drinks a Little ."
UAD-A-0385,0.940686877,0,0,0,0,0,0.9177500919,0.991419642,0,0,0,0,0,0,0,0,0.008580358,0,Donald Tsang,30,32,Hong Kong,26,28,"`` Both of them cried. '' Lau had been campaigning for her husband 's release on medical grounds , and recently appealed for the support of Hong Kong Chief Executive Donald Tsang ."
UAD-A-0386,0.6825581647,0,0.2085016748,0,0,0,0.8462995027,0.8462995027,0,0,0,0,0,0,0,0.0441668215,0,0.0538973063,Rupert Murdoch,34,36,News Corp,39,41,"Brauchli 's departure , which was first reported on the Web site of Time magazine , comes four months after the Journal 's parent company Dow Jones & amp ; Co. was acquired by Rupert Murdoch 's media conglomerate News Corp ."
UAD-A-0387,0.4026699705,0,0,0,0,0,0.1792582713,0.5968598644,0,0,0,0,0,0,0,0,0.0454317508,0.3577083848,Mary Pat Clarke,10,13,Baltimore City,13,15,"Brenda Williams at 410-396-1260 or bwilli ... @baltimorecitycouncil.com Thanks , Mary Pat Clarke Baltimore City Council , 14th District 550 City Hall 100 North Holliday Street Baltimore , Maryland 21202 410-396-4814 mcla ... @baltimorecitycouncil.com mpcla ... @bcpl.net"
UAD-A-0388,0.3221517161,0,0,0.1114216416,0,0,0.2568490566,0.2568490566,0,0,0,0,0,0,0,0,0.1616306335,0.5229180252,Daniel Sickles,18,20,New York,3,5,"Brewster returned to New York , where he became involved in the recruiting efforts of the controversial politician Daniel Sickles , which led to creation of the Excelsior Brigade ."
UAD-A-0389,0.779358389,0,0,0.1157014557,0,0,0.8319951115,0.9554472008,0,0,0,0,0,0,0.0386457509,0.0445527992,0.1922472403,0,Leopoldo Galtieri,17,19,Argentina,9,10,"Britain and Argentina waged a two-month long war after Argentina 's military government , headed by General Leopoldo Galtieri , invaded the remote South Atlantic islands on April 2 , 1982 ."
UAD-A-0390,0.2892828453,0,0,0.0599201908,0,0,0.2760776255,0.3840022414,0,0,0,0,0,0,0,0,0.1981411105,0.4178566481,David Miliband,4,6,London,12,13,"Britain 's Foreign Secretary David Miliband , speaking to British lawmakers in London Wednesday , hailed Tsvangirai 's behavior as `` statesmanlike , `` but stopped short of backing opposition claims of victory ."
UAD-A-0392,0.6759165834,0.0441284947,0.1128389647,0,0,0,0.4085472447,0.9114741834,0,0.0441284947,0,0.0441284947,0,0,0,0,0,0.0198153466,Richard Branson,2,4,Virgin Group,5,7,"British billionaire Richard Branson of Virgin Group is to take a 20 percent stake in Malaysia 's AirAsia long-haul budget carrier to help get it off the ground , a report said Tuesday ."
UAD-A-0393,0.7753609489,0,0,0.0044605599,0,0.0403950346,0.0044605599,0.0044605599,0,0.0044605599,0,0,0.8861959445,0.0044605599,0,0,0.0044605599,0.0689484611,Arthur C. Clarke,4,7,Sri Lanka,12,14,"British-born science fiction guru Arthur C. Clarke died at a hospital in Sri Lanka on Wednesday after a brief illness , his aide Rohan de Silva told AFP. He was 90 ."
UAD-A-0395,0.2971236617,0,0,0.055034764,0,0,0.265572491,0.265572491,0,0,0,0,0,0,0,0,0.4026571942,0.4117229679,David Miliband,3,5,London,26,27,British Foreign Secretary David Miliband has said the situation was due to an `` innocent misunderstanding '' and has twice called in Sudan 's ambassador to London .
UAD-A-0397,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Dinsmore,0,2,Vancouver,8,9,Bruce Dinsmore is a Canadian actor born in Vancouver .
UAD-A-0398,0.4257002428,0,0,0.0627390153,0,0,0.002452024,0.002452024,0,0.002452024,0,0,0,0,0.0686145265,0,0.2289246586,0.6372697756,Ingrid Betancourt,19,21,Colombia,26,27,"BRUSSELS , July 3 ( Xinhua ) European Union officials expressed their relief and happiness at the release of Ingrid Betancourt and other hostages held by Colombia 's FARC guerrillas ."
UAD-A-0399,0.9511135422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1422508514,0,Bryan White,0,2,"Lawton , Oklahoma",9,12,"Bryan White ( born February 17 , 1974 in Lawton , Oklahoma ) is an American country music artist ."
UAD-A-0400,0.2963601044,0,0,0.1064424287,0,0,0.4681180347,0.4681180347,0,0,0,0,0,0,0.039397833,0,0.3499332968,0.1543019058,Cristina Fernandez de Kirchner,11,15,Argentina,3,4,"BUENOS AIRES , Argentina 2007-10-28 15 : 06 : 52 UTC Cristina Fernandez de Kirchner , the other half of the power couple credited with Argentina 's rebound from an economic collapse , overshadowed 13 rivals Sunday in her bid to become her country 's first elected woman president ."
UAD-A-0401,0.3811422561,0,0,0.0291903161,0,0,0.5481775895,0.6235778831,0,0,0,0,0,0,0.0877551099,0,0.0335224502,0.2259542407,Governor,15,16,San Francisco,3,5,Bureaucratic frustration with San Francisco 's vigilante movement would return again during the administration of Governor J. Neely Johnson five years later in 1856 .
UAD-A-0402,0.8361078833,0,0,0.0911130807,0,0,0.7696429379,0.9918060959,0,0,0,0,0,0,0,0,0.0911130807,0.0081939041,Kim Jong-il,15,17,DPRK,12,13,Bush stressed that the ending of the Korean War would depend on DPRK 's leader Kim Jong-il .
UAD-A-0403,0.8748786339,0,0.0971830397,0,0,0,0.9419347025,0.9419347025,0,0,0,0,0,0,0,0,0,0,Steve Jobs,5,7,Apple,1,2,"But Apple 's chief , Steve Jobs , started calling for an end to digital music-locking earlier this year ."
UAD-A-0405,0.4418394232,0,0,0,0,0,0,0.0715924076,0,0,0,0,0,0,0,0,0.4648456786,0.5351543214,Jim,35,36,New York City,19,22,"But by the middle of 1974 , Lennon began readying material for his own album , and headed to New York City that June to rehearse and record with his chosen musicians , including friends Jim Keltner on drums and Jesse Ed Davis on guitar ."
UAD-A-0406,0.747720919,0.0745930157,0,0.2119399739,0,0,0.9254069843,0.9254069843,0,0,0,0,0,0,0.0657080664,0,0.359791277,0,Barack Obama,19,21,U.S.,17,18,But diplomats are bracing for some arm-twisting from a politician with sky-high approval ratings in Germany : U.S. President-elect Barack Obama .
UAD-A-0407,0.8386327664,0,0,0.0789096647,0,0,0.8907645095,0.9613454155,0,0,0,0,0,0,0,0,0.1754591249,0,Barack Obama,20,22,U.S.,18,19,"But France 's foreign minister , Bernard Kouchner , said big decisions on regulating world markets will await U.S. President-elect Barack Obama ."
UAD-A-0408,0.6761055088,0,0,0.8240528511,0,0,0,0,0,0,0,0,0,0,0,0,0.2985240596,0.0072500689,John Archibald Wheeler,24,27,Jacksonville,20,21,"`` But he 's always been crazy. '' ( Begin optional trim ) Born July 9 , 1911 , in Jacksonville , Fla. , John Archibald Wheeler was the eldest of four children of peripatetic librarians ."
UAD-A-0409,0.4484981978,0,0,0.0779983144,0,0,0,0.0346775123,0,0,0,0,0,0,0.0805144164,0,0.1291713067,0.6776384502,Javier Solana,25,27,Madrid,31,32,"But Hosseini 's comments and the offer , which Iran 's top nuclear negotiator Ali Larijani made to the EU 's foreign policy chief , Javier Solana , during talks in Madrid last week , fell short of Security Council 's demands that Iran freeze uranium enrichment ."
UAD-A-0410,0.4505210282,0,0,0,0,0,0.2403517044,0.294327992,0,0,0,0.0698039676,0,0,0,0,0,0.6358680404,Osama bin Laden,20,23,al Qaeda,31,33,"But I agree with him on doing whatever it takes to be successful in Iraq , on finding and executing Osama bin Laden , and I agree with him on eliminating al Qaeda and terror worldwide , `` Romney said ."
UAD-A-0412,0.4648334373,0,0,0.1543180523,0,0,0.1067519893,0.1706718891,0,0,0,0,0,0,0,0.0445191868,0.7061577284,0,Dave Bing,13,15,Detroit,11,12,"But in a meeting on the morning after the speech , Detroit industrialist Dave Bing and two of Kilpatrick 's most powerful business allies told him that his words had hurt Detroit and that he was losing credibility ."
UAD-A-0413,0.8706624017,0.0577053736,0.0026300411,0,0,0,0.9367299118,0.9367299118,0,0.0026300411,0,0.0026300411,0,0,0,0,0,0.0029346736,Jeff Bezos,1,3,Amazon,4,5,"But Jeff Bezos , Amazon 's chief executive , may have another goal in mind ."
UAD-A-0414,0.7715703026,0.0468262366,0,0,0,0,0.38992765,0.9531737634,0,0,0,0,0,0,0,0,0,0,John Deutch,1,3,MIT,5,6,"But John Deutch , an MIT scientist and former CIA director who co- authored the report , said there has not been enough practical experience with carbon sequestration to make it commercially viable ."
UAD-A-0415,0.7803887393,0,0.0026348073,0.0048532481,0.0048532481,0,0.8889676136,0.8889676136,0,0.0026348073,0.0048532481,0.0074880554,0,0,0,0,0.0048532481,0.1083975791,Bernard Arnault,20,22,LVMH,18,19,"But later Thursday Frere , the Beligan financier , and the chief executive of French luxury goods group LVMH , Bernard Arnault , were reported by the weekly publication Mariane to be preparing their own bid for Suez ."
UAD-A-0416,0.8990758805,0,0,0,0,0,0.9566601082,0.9566601082,0,0,0,0,0,0,0,0,0.1112132188,0,Rudolph Giuliani,39,41,New York City,35,38,But let 's go to the tape : Radio interviewer : `` You 're talking about bombing Mecca ? `` Colorado congressman Tancredo : `` Yeah. '' What 's the most revealing fact about former New York City mayor Rudolph Giuliani ?
UAD-A-0417,0.6790483257,0,0,0,0,0,0.8320025927,0.8320025927,0,0,0,0,0,0,0,0,0.1719997211,0.0681917962,Barack Obama,25,27,United States,31,33,But most analysts said it was likely that any large-scale operation into Gaza would be pursued before parliamentary election in Israel and before President- elect Barack Obama takes office in the United States in January .
UAD-A-0419,0.5742232677,0,0.0024601255,0.0653307814,0,0,0,0,0,0.0024601255,0,0.0024601255,0,0,0.0772688501,0.064058596,0.7698988627,0.0209827844,Aung San Suu Kyi,10,14,Yangon,34,35,"But Pinheiro was not allowed to meet with NLD leader Aung San Suu Kyi , the detained Nobel peace prize winner who has spent 12 of the last 18 years under house arrest in Yangon ."
UAD-A-0420,0.4533787816,0,0,0,0,0,0.0577103866,0.1879623793,0,0.0520540748,0,0,0,0,0,0.0897035827,0,0.6702799632,Larry Ellison,14,16,Oracle,6,7,"But right at the death , Oracle skipper Chris Dickson , multimillionaire software king Larry Ellison and their teammates turned things around with a thrilling late surge ."
