,pattern,seed_relation,object,sent_id,b1,e1,b2,e2,sentence,ground_truth,term1,term2
380,SF13_ENG_022,per:employee_or_member_of,ETA,CONTEXT_POS_381,17,20,15,16,"French anti-terrorist police on Thursday arrested the suspected military chief of the Basque separatist group ETA , Mikel Karrera Sarobe , police sources said .",correct,Mikel Karrera Sarobe,ETA
381,SF13_ENG_022,per:employee_or_member_of,ETA,CONTEXT_POS_382,38,41,22,23,"The arrest of Juan Carlos Iriate Perez by French and Spanish security forces was linked to the detention of four other suspected ETA members last month in southwestern France , including the group 's suspected military leader , Mikel Karrera Sarobe .",correct,Mikel Karrera Sarobe,ETA
382,SF13_ENG_022,per:employee_or_member_of,ETA,CONTEXT_POS_383,4,7,11,12,"French anti-terrorist police detained Mikel Karrera Sarobe and two other suspected ETA members , all Spanish nationals , in a raid on a house in the southwestern French city of Bayonne at daybreak , French police sources said .",correct,Mikel Karrera Sarobe,ETA
383,SF13_ENG_022,per:employee_or_member_of,ETA,CONTEXT_POS_384,6,9,23,24,"French anti-terrorist police on Thursday arrested Mikel Karrera Sarobe , alleged to be the most senior commander of the armed Basque separatist group ETA still at large .",correct,Mikel Karrera Sarobe,ETA
384,SF13_ENG_022,per:employee_or_member_of,ETA,CONTEXT_POS_385,9,12,3,4,"Spanish media said ETA 's new military chief , Mikel Karrera Sarobe , was among those involved the shooting .",correct,Mikel Karrera Sarobe,ETA
385,SF13_ENG_022,per:origin,Spanish,CONTEXT_POS_386,1,2,29,30,"Karrera Sarobe , alias Ata or `` duck '' in the Basque language , was identified as ETA 's new military leader on a revised most-wanted list issued by Spanish police on March 16 in their pursuit of ETA militants .",correct,Sarobe,Spanish
386,SF13_ENG_022,per:origin,Spanish,CONTEXT_POS_387,14,15,7,8,"Two other suspected ETA members -- also Spanish nationals -- were arrested with Karrera Sarobe when detectives and anti-terrorist police raided a house in the southwestern French city of Bayonne at daybreak , the sources said .",correct,Sarobe,Spanish
387,SF13_ENG_022,per:title,commander,CONTEXT_POS_388,6,9,16,17,"French anti-terrorist police on Thursday arrested Mikel Karrera Sarobe , alleged to be the most senior commander of the armed Basque separatist group ETA still at large .",correct,Mikel Karrera Sarobe,commander
388,SF13_ENG_022,per:title,military leader,CONTEXT_POS_389,38,41,35,37,"The arrest of Juan Carlos Iriate Perez by French and Spanish security forces was linked to the detention of four other suspected ETA members last month in southwestern France , including the group 's suspected military leader , Mikel Karrera Sarobe .",correct,Mikel Karrera Sarobe,military leader
389,SF13_ENG_024,per:charges,forgery,CONTEXT_POS_390,10,11,23,24,"Corrections officials in St. Charles County , Missouri , said Taylor arrived early Tuesday to face probation violations stemming from 1997 charges of forgery and stealing .",correct,Taylor,forgery
390,SF13_ENG_024,per:charges,probation violation,CONTEXT_POS_391,0,1,5,7,"Taylor , 38 , faces probation violation charges and a theft warrant in Missouri .",correct,Taylor,probation violation
391,SF13_ENG_025,per:charges,murder,CONTEXT_POS_392,0,1,18,19,Kissel 's lawyers argued during the appeal hearing that prosecutors broke the law by using evidence during the murder trial that drew from the American 's initial bail hearing after she was charged .,correct,Kissel,murder
392,SF13_ENG_025,per:charges,murder,CONTEXT_POS_393,0,1,26,27,"Kissel 's last appeal was dismissed in 2008 by the Court of Appeal , which ruled that the case was `` as cogent a case of murder as might be imagined . ''",correct,Kissel,murder
393,SF13_ENG_025,per:charges,murder,CONTEXT_POS_394,0,1,31,32,Kissel admitted from the witness box that she killed her husband but claimed she was acting in self-defence after he attacked her with a baseball bat on the night of the murder .,correct,Kissel,murder
394,SF13_ENG_025,per:charges,murder,CONTEXT_POS_395,0,2,5,6,"Nancy Kissel was convicted of murder and sentenced to life in prison in September 2005 , but Hong Kong 's Court of Final Appeal overturned the decision in February .",correct,Nancy Kissel,murder
395,SF13_ENG_025,per:charges,murder,CONTEXT_POS_396,13,15,32,33,"Hong Kong 's top court on Thursday quashed the conviction of American woman Nancy Kissel for drugging and bludgeoning her banker husband to death , one of the city 's most sensational murder cases .",correct,Nancy Kissel,murder
396,SF13_ENG_025,per:charges,murder,CONTEXT_POS_397,14,15,32,33,The question is `` whether such a jury would inevitably feel sure that Mrs Kissel was lying from start to finish and that she had planned and carried out a coldly calculated murder . '',correct,Kissel,murder
397,SF13_ENG_025,per:charges,murder,CONTEXT_POS_398,16,18,13,14,"In a stunning reversal , Hong Kong 's highest court has overturned the murder conviction of Nancy Kissel , the American expatriate accused of drugging and clubbing her banker husband to death .",correct,Nancy Kissel,murder
398,SF13_ENG_025,per:charges,murder,CONTEXT_POS_399,2,4,7,8,Michigan native Nancy Kissel was convicted of murder and sentenced in Hong Kong 's High Court in September 2005 .,correct,Nancy Kissel,murder
399,SF13_ENG_025,per:charges,murder,CONTEXT_POS_400,3,4,10,11,"Prosecutors alleged that Kissel carefully plotted her husband Robert 's murder in November 2003 , first drugging him with a milkshake laced with sedatives and then bludgeoning his head with a metal ornament .",correct,Kissel,murder
400,SF13_ENG_025,per:charges,murder,CONTEXT_POS_401,3,5,6,7,"The case of Robert Kissel 's murder has been documented in a book -- which also examines the 2006 murder of his brother , Andrew Kissel , in Greenwich , Connecticut -- and a special on CBS ' `` 48 Hours Mystery . ''",correct,Robert Kissel,murder
401,SF13_ENG_025,per:charges,murder,CONTEXT_POS_402,4,5,7,8,Hong Kong court overturns Kissel ' s murder charge,correct,Kissel,murder
402,SF13_ENG_025,per:charges,murder,CONTEXT_POS_403,7,8,33,34,"Kicking off a scheduled three-day hearing , Kissel 's lawyer Gerard McCoy argued that prosecutors improperly used bail proceedings to back their case that she was mentally sound at the time of the murder .",correct,Kissel,murder
403,SF13_ENG_025,per:cities_of_residence,Adrian,CONTEXT_POS_404,0,1,4,5,"Kissel was born in Adrian , Michigan , but her family had also lived in Minneapolis .",correct,Kissel,Adrian
404,SF13_ENG_025,per:cities_of_residence,Adrian,CONTEXT_POS_405,0,1,5,6,"Kissel -- a native of Adrian , Michigan , whose family has also lived in Minneapolis -- has been serving a life sentence since she was convicted in September 2005 .",correct,Kissel,Adrian
405,SF13_ENG_025,per:cities_of_residence,Hong Kong,CONTEXT_POS_406,0,2,25,27,"Nancy Kissel has always maintained that she killed her investment banker husband in self-defense , fending off a physical and sexual attack , but a Hong Kong jury found her guilty four years ago of sedating him with a laced milkshake before bludgeoning him to death .",correct,Nancy Kissel,Hong Kong
406,SF13_ENG_025,per:cities_of_residence,Minneapolis,CONTEXT_POS_407,0,1,15,16,"Kissel -- a native of Adrian , Michigan , whose family has also lived in Minneapolis -- has been serving a life sentence since she was convicted in September 2005 .",correct,Kissel,Minneapolis
407,SF13_ENG_025,per:cities_of_residence,Minneapolis,CONTEXT_POS_408,0,1,15,16,"Kissel was born in Adrian , Michigan , but her family had also lived in Minneapolis .",correct,Kissel,Minneapolis
408,SF13_ENG_025,per:city_of_birth,Adrian,CONTEXT_POS_409,0,1,4,5,"Kissel was born in Adrian , Michigan , but her family had also lived in Minneapolis .",correct,Kissel,Adrian
409,SF13_ENG_025,per:origin,American,CONTEXT_POS_410,12,14,10,11,Hong Kong 's top court overturns the murder conviction of American woman Nancy Kissel accused of drugging and bludgeoning her banker husband to death and orders a retrial in one of the city 's most sensational crime cases .,correct,Nancy Kissel,American
410,SF13_ENG_025,per:origin,American,CONTEXT_POS_411,5,7,4,5,Hong Kong court overturns American Nancy Kissel 's murder conviction,correct,Nancy Kissel,American
411,SF13_ENG_025,per:parents,Ira Keeshin,CONTEXT_POS_412,0,1,3,5,Kissel 's father Ira Keeshin and half-brother Brooks Keeshin were also at the appeal .,correct,Kissel,Ira Keeshin
412,SF13_ENG_025,per:parents,Ira Keeshin,CONTEXT_POS_413,5,6,11,13,"Separated by metal bars , Kissel spoke to her father , Ira Keeshin , briefly after Tuesday 's court session before she was returned to custody in a wheelchair .",correct,Kissel,Ira Keeshin
413,SF13_ENG_025,per:parents,Jean McGlothlin,CONTEXT_POS_414,13,14,17,19,"She needs a good medical work-up but she 's got great spirits, '' Kissel 's mother , Jean McGlothlin , told reporters .",correct,Kissel,Jean McGlothlin
414,SF13_ENG_025,per:parents,Jean McGothlin,CONTEXT_POS_415,14,15,17,19,"Nancy has got great spirit , although her physical condition is not great, '' Kissel 's mother Jean McGothlin told AFP .",correct,Kissel,Jean McGothlin
415,SF13_ENG_025,per:siblings,Brooks Keeshin,CONTEXT_POS_416,0,1,7,9,Kissel 's father Ira Keeshin and half-brother Brooks Keeshin were also at the appeal .,correct,Kissel,Brooks Keeshin
416,SF13_ENG_025,per:spouse,Robert,CONTEXT_POS_417,0,1,6,7,"Kissel admitted bashing her husband , Robert , in the head in self-defense as he was threatening her with a baseball bat in a quarrel .",correct,Kissel,Robert
417,SF13_ENG_025,per:spouse,Robert,CONTEXT_POS_418,0,1,6,7,"Kissel admitted killing her husband , Robert , a 40-year-old investment banker for Merrill Lynch , in self-defense as he was threatening her with a baseball bat in a quarrel .",correct,Kissel,Robert
418,SF13_ENG_025,per:spouse,Robert,CONTEXT_POS_419,10,11,16,17,"Gruesome details emerged in the trial , including evidence that Kissel had rolled up her husband Robert 's body in a large carpet and left it in the bedroom of their luxurious apartment for days before hiring four workmen to carry it to a store room .",correct,Kissel,Robert
419,SF13_ENG_025,per:spouse,Robert,CONTEXT_POS_420,3,4,8,9,"Prosecutors alleged that Kissel carefully plotted her husband Robert 's murder in November 2003 , first drugging him with a milkshake laced with sedatives and then bludgeoning his head with a metal ornament .",correct,Kissel,Robert
420,SF13_ENG_025,per:spouse,Robert Kissel,CONTEXT_POS_421,0,1,12,14,"Kissel was sentenced to life in 2005 after being convicted of drugging Robert Kissel , a senior investment banker , with a sedatives-laced strawberry milkshake before bludgeoning him to death in 2003 .",correct,Kissel,Robert Kissel
421,SF13_ENG_025,per:spouse,Robert Kissel,CONTEXT_POS_422,42,44,0,2,"Robert Kissel 's wife , Nancy , was convicted by a jury of sedating him with a laced milkshake and bludgeoning him to death , but Hong Kong 's highest court overturned her conviction earlier this year , saying prosecutors improperly cross-examined Nancy Kissel .",correct,Nancy Kissel,Robert Kissel
422,SF13_ENG_025,per:stateorprovince_of_birth,Michigan,CONTEXT_POS_423,0,1,6,7,"Kissel was born in Adrian , Michigan , but her family had also lived in Minneapolis .",correct,Kissel,Michigan
423,SF13_ENG_025,per:stateorprovince_of_birth,Michigan,CONTEXT_POS_424,2,4,0,1,Michigan native Nancy Kissel was convicted of murder and sentenced in Hong Kong 's High Court in September 2005 .,correct,Nancy Kissel,Michigan
424,SF13_ENG_026,per:cause_of_death,lung cancer,CONTEXT_POS_425,2,4,7,9,"Oscar-winning actress Patricia Neal has died of lung cancer at her home on Martha 's Vineyard , Massachusetts , on Sunday .",correct,Patricia Neal,lung cancer
425,SF13_ENG_026,per:children,Tessa Dahl,CONTEXT_POS_426,1,2,5,7,"Among Neal 's children is Tessa Dahl , who followed in her father 's footsteps as a writer .",correct,Neal,Tessa Dahl
426,SF13_ENG_026,per:cities_of_residence,Edgartown,CONTEXT_POS_427,0,1,10,11,"Neal had lung cancer and died at her home in Edgartown , Massachusetts , on Martha 's Vineyard , Sunday morning , said longtime friend Bud Albers of Knoxville , Tennessee .",correct,Neal,Edgartown
427,SF13_ENG_026,per:city_of_death,Edgarton,CONTEXT_POS_428,0,1,10,11,"Neal had lung cancer and died at her home in Edgarton , Massachusetts , on Martha 's Vineyard , said longtime friend Bud Albers of Knoxville , Tennessee .",correct,Neal,Edgarton
428,SF13_ENG_026,per:city_of_death,Edgarton,CONTEXT_POS_429,0,1,8,9,"Neal succumbed to complications from lung cancer in Edgarton , Massachussetts , Julie Dougherty , marketing manager of the Patricia Neal Rehabilitation Center in Knoxville , Tennessee , told AFP .",correct,Neal,Edgarton
429,SF13_ENG_026,per:city_of_death,Edgartown,CONTEXT_POS_430,0,1,10,11,"Neal had lung cancer and died at her home in Edgartown , Massachusetts , on Martha 's Vineyard , said longtime friend Bud Albers of Knoxville .",correct,Neal,Edgartown
430,SF13_ENG_026,per:city_of_death,Edgartown,CONTEXT_POS_431,0,1,10,11,"Neal had lung cancer and died at her home in Edgartown , Massachusetts on Martha 's Vineyard , said longtime friend Bud Albers of Knoxville .",correct,Neal,Edgartown
431,SF13_ENG_026,per:city_of_death,Edgartown,CONTEXT_POS_432,0,1,10,11,"Neal had lung cancer and died at her home in Edgartown , Massachusetts , on Martha 's Vineyard , Sunday morning , said longtime friend Bud Albers of Knoxville , Tennessee .",correct,Neal,Edgartown
432,SF13_ENG_026,per:employee_or_member_of,BBC,CONTEXT_POS_433,9,10,25,26,"Having married the English writer Dahl in 1953 , Neal also played a range of modern and classical dramas on the London stage and the BBC .",correct,Neal,BBC
433,SF13_ENG_026,per:origin,U.S.,CONTEXT_POS_434,28,30,12,13,"Paul Cambon , French statesman ( 1834-1924 ) ; George Burns , U.S. comedian ( 1896-1996 ) ; Federico Fellini , Italian film director ( 1920-1993 ) ; Patricia Neal , U.S. actress ( 1926 -- ) ; David Lynch , U.S. director ( 1946 -- ) ; Bill Maher , U.S. television talk show host ( 1956 -- ) ; Skeet Ulrich , U.S. actor ( 1969 -- ) ; Rainn Wilson , U.S. actor ( 1966 -- ) .",correct,Patricia Neal,U.S.
434,SF13_ENG_026,per:schools_attended,Northwestern University,CONTEXT_POS_435,0,1,31,33,"Neal was born in a mining camp in Packard , Kentucky , the daughter of a transportation manager for the South Coal & Coke Co. After leaving Knoxville , she attended Northwestern University and then struck out for Broadway .",correct,Neal,Northwestern University
435,SF13_ENG_026,per:stateorprovince_of_death,Massachusetts,CONTEXT_POS_436,2,4,17,18,"Oscar-winning actress Patricia Neal has died of lung cancer at her home on Martha 's Vineyard , Massachusetts , on Sunday .",correct,Patricia Neal,Massachusetts
436,SF13_ENG_026,per:statesorprovinces_of_residence,Mass.,CONTEXT_POS_437,0,2,31,32,"Patricia Neal , the molasses-voiced actress who won an Academy Award and a Tony but whose life alternated surreally between triumph and tragedy , died at her home in Edgartown , Mass. , on Sunday , according to The Associated Press .",correct,Patricia Neal,Mass.
437,SF13_ENG_026,per:statesorprovinces_of_residence,Massachusetts,CONTEXT_POS_438,0,1,12,13,"Neal had lung cancer and died at her home in Edgartown , Massachusetts on Martha 's Vineyard , said longtime friend Bud Albers of Knoxville .",correct,Neal,Massachusetts
438,SF13_ENG_026,per:statesorprovinces_of_residence,Massachusetts,CONTEXT_POS_439,2,4,17,18,"Oscar-winning actress Patricia Neal has died of lung cancer at her home on Martha 's Vineyard , Massachusetts , on Sunday .",correct,Patricia Neal,Massachusetts
439,SF13_ENG_026,per:statesorprovinces_of_residence,Massachusetts,CONTEXT_POS_440,2,4,33,34,"US actress Patricia Neal , who won an Oscar for her role in `` Hud '' opposite Paul Newman but whose career was shadowed by personal tragedies , died at her home in Massachusetts Sunday at the age of 84 , an associate of the actress said .",correct,Patricia Neal,Massachusetts
440,SF13_ENG_026,per:statesorprovinces_of_residence,Tenn.,CONTEXT_POS_441,9,10,6,7,"She grew up in Knoxville , Tenn. , where Neal was turned onto acting at 10 after seeing an impassioned speech about `` demon rum '' at the local temperance union speaking contest .",correct,Neal,Tenn.
441,SF13_ENG_026,per:title,Actress,CONTEXT_POS_442,1,3,0,1,Actress Patricia Neal is 84 .,correct,Patricia Neal,Actress
442,SF13_ENG_026,per:title,Actress,CONTEXT_POS_443,1,3,0,1,"Actress Patricia Neal , who won an Oscar in 1964 for `` Hud '' and later fought back from crippling strokes , has died at age 84 .",correct,Patricia Neal,Actress
443,SF13_ENG_026,per:title,actress,CONTEXT_POS_444,2,4,1,2,US actress Patricia Neal dies at 84 : report,correct,Patricia Neal,actress
444,SF13_ENG_026,per:title,actress,CONTEXT_POS_445,2,4,1,2,"US actress Patricia Neal , winner of both Academy and Tony awards , died at her home in the northwestern US state of Massachusetts Sunday at the age of 84 , The New York Times reported .",correct,Patricia Neal,actress
445,SF13_ENG_026,per:title,actress,CONTEXT_POS_446,3,4,9,10,"In 1964 , Neal received an Oscar for best actress for her performance in the movie `` Hud '' , where she appeared with Paul Newman .",correct,Neal,actress
446,SF13_ENG_027,per:age,59,CONTEXT_POS_447,1,3,4,5,"-- Abdul-Aziz al-Hakim , 59 , one of Iraq 's most influential politicians , in Tehran .",correct,Abdul-Aziz al-Hakim,59
447,SF13_ENG_027,per:cause_of_death,lung cancer,CONTEXT_POS_448,0,3,6,8,Abdul Aziz al-Hakim passed away from lung cancer today .,correct,Abdul Aziz al-Hakim,lung cancer
448,SF13_ENG_027,per:cause_of_death,lung cancer,CONTEXT_POS_449,6,9,16,18,"Iraq 's most powerful Shiite leader Abdul Aziz al-Hakim died after he suffered a setback of lung cancer at a hospital in Tehran , Iraqi official television reported Wednesday .",correct,Abdul Aziz al-Hakim,lung cancer
449,SF13_ENG_027,per:children,Amar al-Hakim,CONTEXT_POS_450,27,30,16,18,"`` If we have bigger blocs , that will result in fewer lost votes, '' said Amar al-Hakim , the son of the party 's leader , Abdul Aziz al-Hakim , and his likely successor .",correct,Abdul Aziz al-Hakim,Amar al-Hakim
450,SF13_ENG_027,per:children,Ammar al-Hakim,CONTEXT_POS_451,0,1,4,6,"Al-Hakim 's son , Ammar al-Hakim , has been groomed for months to take his father 's place .",correct,Al-Hakim,Ammar al-Hakim
451,SF13_ENG_027,per:city_of_death,Tehran,CONTEXT_POS_452,0,1,9,10,"Al-Hakim , who died Wednesday of lung cancer in Tehran , was a symbol for many of the re-emergence of Iraq 's Shiite political majority after decades of oppression under Saddam Hussein 's Sunni-led regime .",correct,Al-Hakim,Tehran
452,SF13_ENG_027,per:city_of_death,Tehran,CONTEXT_POS_453,6,9,22,23,"Iraq 's most powerful Shiite leader Abdul Aziz al-Hakim died after he suffered a setback of lung cancer at a hospital in Tehran , Iraqi official television reported Wednesday .",correct,Abdul Aziz al-Hakim,Tehran
453,SF13_ENG_027,per:countries_of_residence,Iran,CONTEXT_POS_454,0,1,6,7,"Al-Hakim had close ties to neighboring Iran , while working to enhance relations between his native Iraq and the U.S. He met with then-president George W. Bush in Washington in October . ''",correct,Al-Hakim,Iran
454,SF13_ENG_027,per:countries_of_residence,Iran,CONTEXT_POS_455,18,21,0,1,Iran 's Press TV reported he flew to `` Hakim 's bedside in Tehran '' this weekend because Abdul Aziz al-Hakim is receiving treatments for cancer .,correct,Abdul Aziz al-Hakim,Iran
455,SF13_ENG_027,per:countries_of_residence,Iran,CONTEXT_POS_456,4,7,10,11,"CNN notes , `` Abdul Aziz Al-Hakim spent years in Iran as an exile , but returned to Iraq in 2003 following the overthrow of Saddam Hussein .",correct,Abdul Aziz Al-Hakim,Iran
456,SF13_ENG_027,per:countries_of_residence,Iran,CONTEXT_POS_457,61,64,41,42,"Among its founders are Ahmad Chalabi , the revered darling of US neoconservatives such as Richard Perle and Danielle Pletka of the American Enterprise Institute ; Muqtada al-Sadr , the brooding , mercurial mullah who has mysteriously retreated to Qom , Iran 's religious capital , for quick-study lessons on how to become an ayatollah ; and , of course , Abdel Aziz al-Hakim , one of the founders of the Supreme Council for the Islamic Revolution in Iraq ( SCIRI ) , which has changed its name but not its spots .",correct,Abdel Aziz al-Hakim,Iran
457,SF13_ENG_027,per:countries_of_residence,Iraq,CONTEXT_POS_458,0,1,18,19,"Al-Hakim is the head of Supreme Iraqi Islamic Council ( SIIC ) , the largest Shiite party in Iraq .",correct,Al-Hakim,Iraq
458,SF13_ENG_027,per:countries_of_residence,Iraq,CONTEXT_POS_459,6,9,0,1,"Iraq 's most powerful Shiite leader Abdul Aziz al-Hakim died after he suffered a setback of lung cancer at a hospital in Tehran , Iraqi official television reported Wednesday .",correct,Abdul Aziz al-Hakim,Iraq
459,SF13_ENG_027,per:country_of_death,Iran,CONTEXT_POS_460,0,1,16,17,"Al-Hakim 's family led a Shiite rebel group against Saddam 's rule from their exile in Iran , where he lived for 20 years , building close ties with Iranian leaders .",correct,Al-Hakim,Iran
460,SF13_ENG_027,per:country_of_death,Iran,CONTEXT_POS_461,0,2,35,36,"Abdul-Aziz al-Hakim , the scion of a revered clerical family who channeled rising Shiite Muslim power after the fall of Saddam Hussein to become one of Iraq 's most influential politicians , died Wednesday in Iran , the country that was long his key ally .",correct,Abdul-Aziz al-Hakim,Iran
461,SF13_ENG_027,per:country_of_death,Iran,CONTEXT_POS_462,41,44,51,52,"His former Shiite partners have gathered again to form their own group , the Iraqi National Alliance ( INA ) , which includes the influential Supreme Iraqi Islamic Council ( SIIC ) of Ammar al- Hakim , who succeeded his father Abdul Aziz al-Hakim , who died in a hospital in Iran last month after a long battle with cancer .",correct,Abdul Aziz al-Hakim,Iran
462,SF13_ENG_027,per:country_of_death,Iran,CONTEXT_POS_463,5,8,25,26,"-- Iraqi revered Shiite leader Abdul Aziz al-Hakim will be buried in the holy Shiite city of Najaf , three days after he died in Iran from lung cancer .",correct,Abdul Aziz al-Hakim,Iran
463,SF13_ENG_027,per:origin,Iraqi,CONTEXT_POS_464,0,1,19,20,Al-Hakim was a revered leader within Iraq 's Shiite community where he rose to power after the fall of Iraqi dictator Saddam Hussein .,correct,Al-Hakim,Iraqi
464,SF13_ENG_027,per:origin,Iraqi,CONTEXT_POS_465,20,22,17,18,"Thousands of people in Iran flocked to a mourning ceremony to show their respects to the influential Iraqi Shiite leader Abdul-Aziz al-Hakim , who died Wednesday in Tehran .",correct,Abdul-Aziz al-Hakim,Iraqi
465,SF13_ENG_027,per:siblings,Mohammed Baqir al-Hakim,CONTEXT_POS_466,0,1,5,8,"Al-Hakim and his brother , Mohammed Baqir al-Hakim , returned to Iraq soon after Saddam 's fall .",correct,Al-Hakim,Mohammed Baqir al-Hakim
466,SF13_ENG_027,per:title,cleric,CONTEXT_POS_467,14,17,13,14,"In Iraq itself , the major proponent of new regional confederacies is Shiite cleric Abdul Aziz al-Hakim , head of the largest bloc in parliament .",correct,Abdul Aziz al-Hakim,cleric
467,SF13_ENG_027,per:title,founder,CONTEXT_POS_468,13,16,18,19,"Two of the new alliance 's main leaders even reside in Iran : Abdul Aziz al-Hakim , the founder of the Islamic Supreme Council of Iraq , who is being treated for lung cancer and was hospitalized in Tehran on Monday , and Muqtada al-Sadr , the fiercely anti-American cleric who is in self-imposed exile in Iran .",correct,Abdul Aziz al-Hakim,founder
468,SF13_ENG_027,per:title,politician,CONTEXT_POS_469,18,20,17,18,"Both governors were members of the influential Supreme Islamic Iraqi Council , a group led by Shiite politician Abdul-Aziz al-Hakim whose loyalists have been fighting the Mahdi Army militia for control of the oil-rich south .",correct,Abdul-Aziz al-Hakim,politician
469,SF13_ENG_027,per:title,politician,CONTEXT_POS_470,19,22,18,19,"The Iraqi government announced Thursday a three-day mourning for the death of the leading Iraqi Shiite cleric and politician Abdul Aziz al-Hakim , the Iraqi official television reported .",correct,Abdul Aziz al-Hakim,politician
470,SF13_ENG_027,per:title,politician,CONTEXT_POS_471,21,24,20,21,"BAGHDAD -- The Iraqi government announced Thursday a three-day mourning for the death of the leading Iraqi Shiite cleric and politician Abdul Aziz al-Hakim , the Iraqi official television reported .",correct,Abdul Aziz al-Hakim,politician
471,SF13_ENG_027,per:title,politician,CONTEXT_POS_472,8,11,7,8,The story starts on Wednesday when Iraqi politician Abdul Aziz al-Hakim died of lung cancer in Iran .,correct,Abdul Aziz al-Hakim,politician
472,SF13_ENG_028,per:cause_of_death,heart attack,CONTEXT_POS_473,10,12,34,36,"The Discovery Channel television series that starred the infomercial star Billy Mays will be renewed for a second season , the cable channel has announced , two weeks after he died of a possible heart attack .",correct,Billy Mays,heart attack
473,SF13_ENG_028,per:cause_of_death,heart disease,CONTEXT_POS_474,13,14,16,18,The Hillsborough County Medical Examiner released a final autopsy Aug. 7 that said Mays died of heart disease with cocaine use as a contributory cause .,correct,Mays,heart disease
474,SF13_ENG_028,per:cause_of_death,hypertension,CONTEXT_POS_475,17,18,24,25,The family called the cocaine abuse charge a `` speculative conclusion '' and said it distracts from Mays ' ultimate cause of death untreated hypertension .,correct,Mays,hypertension
475,SF13_ENG_028,per:children,Billy Mays III,CONTEXT_POS_476,0,1,19,22,"Mays ' survivors include his wife , Deborah ; their young daughter , Elizabeth ; and a son , Billy Mays III , from a previous marriage .",correct,Mays,Billy Mays III
476,SF13_ENG_028,per:children,Billy Mays III,CONTEXT_POS_477,31,33,36,39,"`` I 'd rather have Sully doing this than some stranger , or some hotshot trying to be the next Billy Mays, '' said the guy who actually is the next Billy Mays , his son Billy Mays III .",correct,Billy Mays,Billy Mays III
477,SF13_ENG_028,per:children,Billy Mays III,CONTEXT_POS_478,6,7,10,13,"In an interview last week , Mays ' son , Billy Mays III , said Deborah Mays visited the Hillsborough County Medical Examiner 's Office with an attorney before the final autopsy was released , concerned about the mention of cocaine .",correct,Mays,Billy Mays III
478,SF13_ENG_028,per:children,Billy Mays Jr.,CONTEXT_POS_479,6,7,17,20,"In addition to his wife , Mays is survived by a toddler daughter and a son , Billy Mays Jr. , who is in his 20s .",correct,Mays,Billy Mays Jr.
479,SF13_ENG_028,per:children,Elizabeth,CONTEXT_POS_480,19,21,13,14,"Mays ' survivors include his wife , Deborah ; their young daughter , Elizabeth ; and a son , Billy Mays III , from a previous marriage .",correct,Billy Mays,Elizabeth
480,SF13_ENG_028,per:cities_of_residence,Pittsburgh,CONTEXT_POS_481,5,6,17,18,"He was born William D. Mays Jr. in McKees Rocks , Pa. , and grew up in Pittsburgh , where he was a high school football player .",correct,Mays,Pittsburgh
481,SF13_ENG_028,per:cities_of_residence,Tampa,CONTEXT_POS_482,0,1,11,12,"Mays , 50 , had died in his sleep at his Tampa home the morning of June 28 .",correct,Mays,Tampa
482,SF13_ENG_028,per:cities_of_residence,Tampa,CONTEXT_POS_483,31,33,8,9,"Anthony Sullivan , on a call in his Tampa office , is working on Arm & Hammer 's first infomercial , for a new product based on the OxiClean brand that Billy Mays made famous .",correct,Billy Mays,Tampa
483,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_484,0,1,2,3,"Mays told Tampa 's Fox TV affiliate that something fell from the ceiling and hit him on the head , `` but I got a hard head . ''",correct,Mays,Tampa
484,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_485,0,1,7,8,Mays told a Fox News affiliate in Tampa that he had been struck hard on the head by a falling object when the plane landed .,correct,Mays,Tampa
485,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_486,0,2,32,33,"Billy Mays , the bearded , boisterous pitchman who , as the undisputed king of TV yell and sell , became an unlikely pop culture icon , died at his home in Tampa , Fla. , on Sunday .",correct,Billy Mays,Tampa
486,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_487,0,2,33,34,"Billy Mays , a beloved and parodied pitchman who became a pop-culture figure through his commercials for cleaning products like Orange Glo , OxiClean and Kaboom , died Sunday at his home in Tampa , Fla. He was 50 .",correct,Billy Mays,Tampa
487,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_488,3,5,0,1,"Tampa police say Billy Mays , the television pitchman known for his boisterous hawking of products such as Orange Glo and OxiClean , has died .",correct,Billy Mays,Tampa
488,SF13_ENG_028,per:city_of_death,Tampa,CONTEXT_POS_489,6,7,9,10,"Survivors include his wife , Deborah Mays , of Tampa .",correct,Mays,Tampa
489,SF13_ENG_028,per:employee_or_member_of,Media Enterprises,CONTEXT_POS_490,0,1,8,10,Mays worked with several other companies aside from Media Enterprises in his career .,correct,Mays,Media Enterprises
490,SF13_ENG_028,per:employee_or_member_of,Media Enterprises,CONTEXT_POS_491,14,15,7,9,"In his final commercial , for the Media Enterprises household product Mighty Tape , Mays is seen his signature blue shirt and khaki pants , demonstrating the product on a leaking kitchen drain pipe .",correct,Mays,Media Enterprises
