_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,ground_truth,object,pattern,relation,seed_relation,sent_id,sentence,term1,term2
859815393,1/13/2016 02:01:09,1857705965,1/13/2016 01:57:01,false,neodev,0.9669,33872892,USA,"","",172.58.144.218,42,44,43,50,CABINET,STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,NONE,NONE,N/A,doesn't fit,42,44,43,50,correct,Cabinet,SF13_ENG_086,org:children,org:parents,CONTEXT_POS_1113,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",Cabinet,State-owned Assets Supervision and Administration Commission
859815393,1/13/2016 05:26:04,1857775001,1/13/2016 05:22:56,false,elite,0.9557,31621842,CAN,BC,Vancouver,96.49.208.230,42,44,43,50,CABINET,STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,org:subsidiaries,org:subsidiaries,'s,N/A,42,44,43,50,correct,Cabinet,SF13_ENG_086,org:children,org:parents,CONTEXT_POS_1113,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",Cabinet,State-owned Assets Supervision and Administration Commission
859815393,1/13/2016 09:32:02,1857854068,1/13/2016 09:30:22,false,prodege,0.9547,14848125,GBR,U8,Edinburgh,81.155.247.96,42,44,43,50,CABINET,STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,org:subsidiaries,org:subsidiaries,CABINET 's STATE-OWNED,N/A,42,44,43,50,correct,Cabinet,SF13_ENG_086,org:children,org:parents,CONTEXT_POS_1113,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",Cabinet,State-owned Assets Supervision and Administration Commission
859815393,1/13/2016 10:36:50,1857884695,1/13/2016 10:35:51,false,fusioncash,0.9351,21457135,USA,FL,Orlando,71.47.115.162,42,44,43,50,CABINET,STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,org:subsidiaries,org:subsidiaries,of CABINET STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,N/A,42,44,43,50,correct,Cabinet,SF13_ENG_086,org:children,org:parents,CONTEXT_POS_1113,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",Cabinet,State-owned Assets Supervision and Administration Commission
859815393,1/13/2016 12:16:53,1857923977,1/13/2016 12:15:09,false,neodev,0.9491,33949254,GBR,H9,London,161.23.149.46,42,44,43,50,CABINET,STATE-OWNED ASSETS SUPERVISION AND ADMINISTRATION COMMISSION,NONE,NONE,N/A,one is a subsidiary organisation of the other,42,44,43,50,correct,Cabinet,SF13_ENG_086,org:children,org:parents,CONTEXT_POS_1113,"The 136 banks , airlines , oil producers and other companies controlled by the central government reported total profit of 316 billion yuan ( $46 billion ) from January to June , the Xinhua News Agency said , citing the director of Cabinet 's State-owned Assets Supervision and Administration Commission .",Cabinet,State-owned Assets Supervision and Administration Commission
859815394,1/13/2016 02:21:39,1857713752,1/13/2016 02:19:57,false,neodev,0.9669,33872892,USA,"","",172.58.144.218,10,8,13,9,ELECTION COMPLAINTS COMMISSION,AFGHANISTAN,org:place_of_headquarters,org:place_of_headquarters,AFGHANISTAN 's ELECTION COMPLAINTS COMMISSION,N/A,10,8,13,9,correct,Afghanistan,SF13_ENG_051,org:place_of_headquarters,org:country_of_headquarters,CONTEXT_POS_916,The United Nations appointed two foreign members of Afghanistan 's Election Complaints Commission ( ECC ) here on Saturday .,Election Complaints Commission,Afghanistan
859815394,1/13/2016 06:35:49,1857800195,1/13/2016 06:34:43,false,elite,0.9557,31621842,CAN,BC,Vancouver,96.49.208.230,10,8,13,9,ELECTION COMPLAINTS COMMISSION,AFGHANISTAN,org:founded_by,org:founded_by,'s,N/A,10,8,13,9,correct,Afghanistan,SF13_ENG_051,org:place_of_headquarters,org:country_of_headquarters,CONTEXT_POS_916,The United Nations appointed two foreign members of Afghanistan 's Election Complaints Commission ( ECC ) here on Saturday .,Election Complaints Commission,Afghanistan
859815394,1/13/2016 12:21:45,1857925874,1/13/2016 12:21:16,false,neodev,0.9491,33949254,GBR,H9,London,161.23.149.46,10,8,13,9,ELECTION COMPLAINTS COMMISSION,AFGHANISTAN,org:place_of_headquarters,org:place_of_headquarters,'s,N/A,10,8,13,9,correct,Afghanistan,SF13_ENG_051,org:place_of_headquarters,org:country_of_headquarters,CONTEXT_POS_916,The United Nations appointed two foreign members of Afghanistan 's Election Complaints Commission ( ECC ) here on Saturday .,Election Complaints Commission,Afghanistan
859815395,1/11/2016 16:44:07,1855932909,1/11/2016 16:43:48,false,instagc,0.9531,13581319,USA,IL,Carlyle,208.70.36.12,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 16:50:40,1855936023,1/11/2016 16:49:37,false,clixsense,0.9292,30681826,GBR,H9,London,5.81.67.75,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,franchise first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 16:52:39,1855937123,1/11/2016 16:52:25,false,neodev,0.9286,35944430,AUS,02,Sydney,103.238.131.70,3,9,5,10,DON MEREDITH,NFL,NONE,NONE,N/A,no,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 16:57:34,1855939363,1/11/2016 16:57:03,false,prodege,0.9793,1924522,USA,NY,New York,96.224.1.40,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,one of the NFL first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:02:03,1855942225,1/11/2016 17:01:29,false,prodege,0.9793,22031444,GBR,M4,Southampton,92.24.213.252,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,one of the franchise 's first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:02:31,1855942490,1/11/2016 17:01:24,false,prodege,0.9694,27934334,GBR,D2,Derby,86.162.35.173,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,one of the stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:18:19,1855949358,1/11/2016 17:17:35,false,clixsense,0.9536,28351359,GBR,F6,Rainham,81.141.154.135,3,9,5,10,DON MEREDITH,NFL,NONE,NONE,N/A,used to play for nfl,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:23:13,1855952438,1/11/2016 17:10:11,false,neodev,0.9224,34898132,USA,OH,Columbus,216.177.129.36,3,9,5,10,DON MEREDITH,NFL,NONE,NONE,N/A,"icon DON MEREDITH , one of the NFL",3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:25:40,1855953567,1/11/2016 17:22:59,false,zoombucks,0.9264,6744840,CAN,BC,Kelowna,174.4.58.160,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,one of,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:29:52,1855955583,1/11/2016 17:27:46,false,clixsense,0.9552,35774053,CAN,ON,Oshawa,70.53.5.31,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,of the,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:31:42,1855956597,1/11/2016 17:31:10,false,neodev,0.9654,31085823,USA,OH,Columbus,24.106.244.178,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,DON MEREDITH one of the NFL franchise first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 17:59:06,1855971642,1/11/2016 17:58:10,false,instagc,0.9581,35062592,USA,MA,Holyoke,76.127.229.138,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,franchise 's first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 18:10:52,1855977958,1/11/2016 18:10:16,false,instagc,0.9231,32352104,USA,ME,Bangor,74.75.57.106,3,9,5,10,DON MEREDITH,NFL,per:schools_attended,per:schools_attended,DON MEREDITH NFL franchise first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 18:12:20,1855978834,1/11/2016 18:11:46,false,clixsense,0.944,6340330,USA,NY,Fort Plain,67.248.115.112,3,9,5,10,DON MEREDITH,NFL,org:top_members_employees,org:top_members_employees,DON MEREDITH NFL franchise first stars,N/A,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815395,1/11/2016 18:12:40,1855979004,1/11/2016 18:12:14,false,prodege,0.9441,4316379,CAN,ON,Windsor,206.47.90.133,3,9,5,10,DON MEREDITH,NFL,NONE,NONE,N/A,HE played in the NFL,3,9,5,10,wrong,NFL,SF13_ENG_046,per:schools_attended,per:schools_attended,CONTEXT_NEG_3027,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,NFL
859815396,1/12/2016 14:44:32,1857192347,1/12/2016 14:44:00,false,clixsense,0.9743,24329110,USA,FL,Tampa,12.168.136.2,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,was not,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 14:50:34,1857194486,1/12/2016 14:50:09,false,instagc,0.9631,21832799,CAN,ON,Wingham,24.244.125.209,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,THEY STATE THAT HE IS NOT HIM,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 16:20:55,1857288809,1/12/2016 16:20:06,false,neodev,0.9764,34333895,GBR,I3,Rochester,94.14.41.181,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,no relation,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 16:45:42,1857325839,1/12/2016 16:45:03,false,prodege,0.981,3587109,CAN,NS,Baddeck,142.166.198.29,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,none of the above are applicable,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 16:54:36,1857338968,1/12/2016 16:42:50,false,neodev,0.9353,33739744,USA,VA,Manassas,207.244.77.1,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,nothing,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 16:59:55,1857349707,1/12/2016 16:58:45,false,clixsense,0.9845,11106820,USA,MA,Taunton,173.76.210.82,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,different people,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 17:25:24,1857397930,1/12/2016 17:24:26,false,elite,0.9661,30312592,CAN,ON,Sudbury,24.138.155.110,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,saying the person was not that person,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 18:00:37,1857420522,1/12/2016 17:59:53,false,instagc,0.9703,33058612,USA,IL,Glenview,162.229.106.229,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,They are not related except he was thought to be gadahn but is not,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 18:04:15,1857422514,1/12/2016 17:53:51,false,neodev,0.9406,29783446,GBR,"","",46.43.186.146,10,6,11,8,GADAHN,ABU YAHIYA,per:title,per:title,said ABU YAHIYA was GADAHN,N/A,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 18:42:47,1857445240,1/12/2016 18:41:51,false,prodege,0.9632,25257275,CAN,BC,Coquitlam,70.68.58.9,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,People say the two are not the same,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 18:50:42,1857450516,1/12/2016 18:49:59,false,clixsense,0.9778,33115750,GBR,I3,Rochester,94.14.41.181,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,ABU YAHIYA was not GADAHN,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 19:29:54,1857471663,1/12/2016 19:29:08,false,neodev,0.9714,14861092,GBR,J1,Northampton,90.199.155.70,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,because it says he is not him,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 19:35:55,1857474194,1/12/2016 19:34:57,false,instagc,0.9732,22535866,GBR,M2,Solihull,82.36.153.115,10,6,11,8,GADAHN,ABU YAHIYA,NONE,NONE,N/A,they have no link together,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 20:54:23,1857529295,1/12/2016 20:53:45,false,zoombucks,0.9427,23804661,USA,WI,Milwaukee,99.13.50.71,10,6,11,8,GADAHN,ABU YAHIYA,per:alternate_names,per:alternate_names,was not,N/A,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815396,1/12/2016 21:19:38,1857549173,1/12/2016 21:18:02,false,gifthulk,0.9581,18666417,USA,PA,Linesville,72.23.136.188,10,6,11,8,GADAHN,ABU YAHIYA,per:alternate_names,per:alternate_names,ABU YAHIYA GADAHN,N/A,10,6,11,8,wrong,Abu Yahiya,SF13_ENG_012,per:alternate_names,per:alternate_names,CONTEXT_NEG_639,But three senior security officials said Abu Yahiya was not Gadahn .,Gadahn,Abu Yahiya
859815398,1/11/2016 16:44:31,1855933119,1/11/2016 16:44:08,false,instagc,0.9531,13581319,USA,IL,Carlyle,208.70.36.12,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 16:51:58,1855936763,1/11/2016 16:50:40,false,clixsense,0.9292,30681826,GBR,H9,London,5.81.67.75,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,Goody's partner was cleared of rape,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 16:52:57,1855937262,1/11/2016 16:52:43,false,neodev,0.9286,35944430,AUS,02,Sydney,103.238.131.70,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,no,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 16:58:55,1855939881,1/11/2016 16:57:35,false,prodege,0.9793,1924522,USA,NY,New York,96.224.1.40,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,he is the widower of her,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:02:39,1855942583,1/11/2016 17:02:04,false,prodege,0.9793,22031444,GBR,M4,Southampton,92.24.213.252,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,Not related in any of these ways,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:02:58,1855942825,1/11/2016 17:02:32,false,prodege,0.9694,27934334,GBR,D2,Derby,86.162.35.173,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared of,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:18:56,1855949708,1/11/2016 17:18:21,false,clixsense,0.9536,28351359,GBR,F6,Rainham,81.141.154.135,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,cleared of rape,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:27:00,1855954246,1/11/2016 17:25:41,false,zoombucks,0.9264,6744840,CAN,BC,Kelowna,174.4.58.160,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared of,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:28:00,1855954654,1/11/2016 17:23:15,false,neodev,0.9224,34898132,USA,OH,Columbus,216.177.129.36,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,Widower of British TV star GOODY cleared of RAPE,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:30:38,1855955962,1/11/2016 17:29:52,false,clixsense,0.9552,35774053,CAN,ON,Oshawa,70.53.5.31,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared of,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 17:32:30,1855956911,1/11/2016 17:31:43,false,neodev,0.9654,31085823,USA,OH,Columbus,24.106.244.178,5,8,6,9,GOODY,RAPE,NONE,NONE,N/A,He was cleared of rape. There is no selectionf or this.,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 18:04:40,1855974684,1/11/2016 17:59:08,false,instagc,0.9581,35062592,USA,MA,Holyoke,76.127.229.138,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 18:11:11,1855978123,1/11/2016 18:10:53,false,instagc,0.9231,32352104,USA,ME,Bangor,74.75.57.106,5,8,6,9,GOODY,RAPE,per:charges,per:charges,GOODY cleared of RAPE,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 18:12:54,1855979160,1/11/2016 18:12:21,false,clixsense,0.944,6340330,USA,NY,Fort Plain,67.248.115.112,5,8,6,9,GOODY,RAPE,per:charges,per:charges,GOODY cleared of RAPE,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815398,1/11/2016 18:12:59,1855979210,1/11/2016 18:12:41,false,prodege,0.9441,4316379,CAN,ON,Windsor,206.47.90.133,5,8,6,9,GOODY,RAPE,per:charges,per:charges,cleared of,N/A,5,8,6,9,wrong,rape,SF13_ENG_039,per:charges,per:charges,CONTEXT_NEG_2489,Widower of British TV star Goody cleared of rape,Goody,rape
859815401,1/12/2016 03:51:20,1856524779,1/12/2016 03:50:47,false,prodege,0.9762,33565158,USA,OK,Woodward,107.142.162.102,0,6,1,7,HAIG,REAGAN,NONE,NONE,N/A,haig was dismissed by reagan,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 04:55:21,1856670191,1/12/2016 04:55:00,false,prodege,0.9294,28774264,USA,NY,New York,67.243.139.242,0,6,1,7,HAIG,REAGAN,org:top_members_employees,org:top_members_employees,HAIG served REAGAN,N/A,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 05:13:18,1856710854,1/12/2016 05:12:42,false,instagc,0.9683,27914150,USA,KS,Emporia,67.61.154.33,0,6,1,7,HAIG,REAGAN,NONE,NONE,N/A,Haig is acquainted with reagan,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 05:28:05,1856739665,1/12/2016 05:27:11,false,clixsense,0.9707,25486037,CAN,ON,Scarborough,108.168.77.229,0,6,1,7,HAIG,REAGAN,org:top_members_employees,org:top_members_employees,HAIG served for 17 months before REAGAN dismissed him,N/A,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 05:42:01,1856759840,1/12/2016 05:37:06,false,clixsense,0.9552,33878524,CAN,BC,Hope,75.156.80.18,0,6,1,7,HAIG,REAGAN,org:top_members_employees,org:top_members_employees,served,N/A,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 05:51:03,1856772144,1/12/2016 05:50:25,false,gifthunterclub,0.9726,30901412,GBR,G5,Maidstone,92.20.138.0,0,6,1,7,HAIG,REAGAN,org:top_members_employees,org:top_members_employees,served 17 months,N/A,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
859815401,1/12/2016 05:55:32,1856777963,1/12/2016 05:54:32,false,clixsense,0.9709,31304413,CAN,BC,Kelowna,66.183.36.177,0,6,1,7,HAIG,REAGAN,org:top_members_employees,org:top_members_employees,dismissed him,N/A,0,6,1,7,wrong,Reagan,SF13_ENG_017,per:spouse,per:spouse,CONTEXT_NEG_1049,"Haig served for 17 months before Reagan dismissed him with a one-page letter on June 24 , 1982 .",Haig,Reagan
